input,label,formula_latex,context_text,problem_opt,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt,problem_raw
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{4}{7} [SEP] The problem is 2/4 ÷ 6/3. The student response is -4/7. Conversion behavior present but not matching common patterns; representation changed before carrying out division. [SEP]",conv-d,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{4}{7}",The problem is 2/4 ÷ 6/3. The student response is -4/7. Conversion behavior present but not matching common patterns; representation changed before carrying out division.,DIV FRAC 2 4 FRAC 6 3,-\frac{4}{7},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{4}{7}",FRAC -4 7,DIV FRAC 2 4 FRAC 6 3 EQ FRAC -4 7,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{1}{4} [SEP] The problem is 2/4 ÷ 6/3. The student response is -1/4. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{1}{4}",The problem is 2/4 ÷ 6/3. The student response is -1/4. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,DIV FRAC 2 4 FRAC 6 3,-\frac{1}{4},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{1}{4}",FRAC -1 4,DIV FRAC 2 4 FRAC 6 3 EQ FRAC -1 4,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{4}{1} [SEP] The problem is 2/4 ÷ 6/3. The student response is 4/1. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{4}{1}",The problem is 2/4 ÷ 6/3. The student response is 4/1. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,DIV FRAC 2 4 FRAC 6 3,\frac{4}{1},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{4}{1}",FRAC 4 1,DIV FRAC 2 4 FRAC 6 3 EQ FRAC 4 1,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, 1\,\frac{5}{7} [SEP] The problem is 2/4 ÷ 6/3. The student response is 1 5/7. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for division. [SEP]",po-c,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, 1\,\frac{5}{7}",The problem is 2/4 ÷ 6/3. The student response is 1 5/7. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for division.,DIV FRAC 2 4 FRAC 6 3,"1\,\frac{5}{7}","\frac{2}{4} \, \div \, \frac{6}{3} \,=\, 1\,\frac{5}{7}",ADD INT 1 FRAC 5 7,DIV FRAC 2 4 FRAC 6 3 EQ ADD INT 1 FRAC 5 7,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{8}{1} [SEP] The problem is 2/4 ÷ 6/3. The student response is 8/1. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{8}{1}",The problem is 2/4 ÷ 6/3. The student response is 8/1. Other property-of-operation handling that does not follow the standard algorithm.,DIV FRAC 2 4 FRAC 6 3,\frac{8}{1},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{8}{1}",FRAC 8 1,DIV FRAC 2 4 FRAC 6 3 EQ FRAC 8 1,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{2}{7} [SEP] The problem is 2/4 ÷ 6/3. The student response is 2/7. Denominator issue: operated across denominators or failed to establish a proper common denominator before division. [SEP]",pf-a,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{2}{7}",The problem is 2/4 ÷ 6/3. The student response is 2/7. Denominator issue: operated across denominators or failed to establish a proper common denominator before division.,DIV FRAC 2 4 FRAC 6 3,\frac{2}{7},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{2}{7}",FRAC 2 7,DIV FRAC 2 4 FRAC 6 3 EQ FRAC 2 7,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, 2\,\frac{2}{3} [SEP] The problem is 2/4 ÷ 6/3. The student response is 2 2/3. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for division. [SEP]",pf-b,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, 2\,\frac{2}{3}",The problem is 2/4 ÷ 6/3. The student response is 2 2/3. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for division.,DIV FRAC 2 4 FRAC 6 3,"2\,\frac{2}{3}","\frac{2}{4} \, \div \, \frac{6}{3} \,=\, 2\,\frac{2}{3}",ADD INT 2 FRAC 2 3,DIV FRAC 2 4 FRAC 6 3 EQ ADD INT 2 FRAC 2 3,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{3}{1} [SEP] The problem is 2/4 ÷ 6/3. The student response is 3/1. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{3}{1}",The problem is 2/4 ÷ 6/3. The student response is 3/1. Numerator issue: operated on numerators in isolation from denominators.,DIV FRAC 2 4 FRAC 6 3,\frac{3}{1},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{3}{1}",FRAC 3 1,DIV FRAC 2 4 FRAC 6 3 EQ FRAC 3 1,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, 2\,\frac{2}{3} [SEP] The problem is 2/4 ÷ 6/3. The student response is 2 2/3. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, 2\,\frac{2}{3}",The problem is 2/4 ÷ 6/3. The student response is 2 2/3. Other numerator-only handling that breaks the fraction-computation procedure.,DIV FRAC 2 4 FRAC 6 3,"2\,\frac{2}{3}","\frac{2}{4} \, \div \, \frac{6}{3} \,=\, 2\,\frac{2}{3}",ADD INT 2 FRAC 2 3,DIV FRAC 2 4 FRAC 6 3 EQ ADD INT 2 FRAC 2 3,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{1}{3} [SEP] The problem is 2/4 ÷ 6/3. The student response is -1/3. Used denominator product in a context of division where equal denominators are required. [SEP]",pf-e,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{1}{3}",The problem is 2/4 ÷ 6/3. The student response is -1/3. Used denominator product in a context of division where equal denominators are required.,DIV FRAC 2 4 FRAC 6 3,-\frac{1}{3},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, -\frac{1}{3}",FRAC -1 3,DIV FRAC 2 4 FRAC 6 3 EQ FRAC -1 3,2/4 ÷ 6/3
"[CLS] \frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{1}{2} [SEP] The problem is 2/4 ÷ 6/3. The student response is 1/2. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{1}{2}",The problem is 2/4 ÷ 6/3. The student response is 1/2. Arithmetic slip: local integer/computation error likely occurred.,DIV FRAC 2 4 FRAC 6 3,\frac{1}{2},"\frac{2}{4} \, \div \, \frac{6}{3} \,=\, \frac{1}{2}",FRAC 1 2,DIV FRAC 2 4 FRAC 6 3 EQ FRAC 1 2,2/4 ÷ 6/3
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, 1\,\frac{1}{3} [SEP] The problem is 15/9 + 21/18. The student response is 1 1/3. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition. [SEP]",conv-a,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, 1\,\frac{1}{3}","The problem is 15/9 + 21/18. The student response is 1 1/3. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition.",ADD FRAC 15 9 FRAC 21 18,"1\,\frac{1}{3}","\frac{15}{9} \, + \, \frac{21}{18} \,=\, 1\,\frac{1}{3}",ADD INT 1 FRAC 1 3,ADD FRAC 15 9 FRAC 21 18 EQ ADD INT 1 FRAC 1 3,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, 1\,\frac{17}{18} [SEP] The problem is 15/9 + 21/18. The student response is 1 17/18. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly. [SEP]",conv-b,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, 1\,\frac{17}{18}",The problem is 15/9 + 21/18. The student response is 1 17/18. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly.,ADD FRAC 15 9 FRAC 21 18,"1\,\frac{17}{18}","\frac{15}{9} \, + \, \frac{21}{18} \,=\, 1\,\frac{17}{18}",ADD INT 1 FRAC 17 18,ADD FRAC 15 9 FRAC 21 18 EQ ADD INT 1 FRAC 17 18,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{4}{1} [SEP] The problem is 15/9 + 21/18. The student response is 4/1. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition. [SEP]",conv-c,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{4}{1}","The problem is 15/9 + 21/18. The student response is 4/1. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition.",ADD FRAC 15 9 FRAC 21 18,\frac{4}{1},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{4}{1}",FRAC 4 1,ADD FRAC 15 9 FRAC 21 18 EQ FRAC 4 1,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{2}{9} [SEP] The problem is 15/9 + 21/18. The student response is -2/9. Conversion behavior present but not matching common patterns; representation changed before carrying out addition. [SEP]",conv-d,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{2}{9}",The problem is 15/9 + 21/18. The student response is -2/9. Conversion behavior present but not matching common patterns; representation changed before carrying out addition.,ADD FRAC 15 9 FRAC 21 18,-\frac{2}{9},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{2}{9}",FRAC -2 9,ADD FRAC 15 9 FRAC 21 18 EQ FRAC -2 9,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, -2\,\frac{5}{6} [SEP] The problem is 15/9 + 21/18. The student response is -2 5/6. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, -2\,\frac{5}{6}",The problem is 15/9 + 21/18. The student response is -2 5/6. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,ADD FRAC 15 9 FRAC 21 18,"-2\,\frac{5}{6}","\frac{15}{9} \, + \, \frac{21}{18} \,=\, -2\,\frac{5}{6}",SUB INT 0 ADD INT 2 FRAC 5 6,ADD FRAC 15 9 FRAC 21 18 EQ SUB INT 0 ADD INT 2 FRAC 5 6,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{6}{17} [SEP] The problem is 15/9 + 21/18. The student response is 6/17. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{6}{17}",The problem is 15/9 + 21/18. The student response is 6/17. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,ADD FRAC 15 9 FRAC 21 18,\frac{6}{17},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{6}{17}",FRAC 6 17,ADD FRAC 15 9 FRAC 21 18 EQ FRAC 6 17,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, 11\,\frac{2}{3} [SEP] The problem is 15/9 + 21/18. The student response is 11 2/3. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition. [SEP]",po-c,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, 11\,\frac{2}{3}",The problem is 15/9 + 21/18. The student response is 11 2/3. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition.,ADD FRAC 15 9 FRAC 21 18,"11\,\frac{2}{3}","\frac{15}{9} \, + \, \frac{21}{18} \,=\, 11\,\frac{2}{3}",ADD INT 11 FRAC 2 3,ADD FRAC 15 9 FRAC 21 18 EQ ADD INT 11 FRAC 2 3,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{4}{1} [SEP] The problem is 15/9 + 21/18. The student response is -4/1. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{4}{1}",The problem is 15/9 + 21/18. The student response is -4/1. Other property-of-operation handling that does not follow the standard algorithm.,ADD FRAC 15 9 FRAC 21 18,-\frac{4}{1},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{4}{1}",FRAC -4 1,ADD FRAC 15 9 FRAC 21 18 EQ FRAC -4 1,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{5}{9} [SEP] The problem is 15/9 + 21/18. The student response is 5/9. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition. [SEP]",pf-a,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{5}{9}",The problem is 15/9 + 21/18. The student response is 5/9. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition.,ADD FRAC 15 9 FRAC 21 18,\frac{5}{9},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{5}{9}",FRAC 5 9,ADD FRAC 15 9 FRAC 21 18 EQ FRAC 5 9,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{2}{1} [SEP] The problem is 15/9 + 21/18. The student response is 2/1. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition. [SEP]",pf-b,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{2}{1}",The problem is 15/9 + 21/18. The student response is 2/1. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition.,ADD FRAC 15 9 FRAC 21 18,\frac{2}{1},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{2}{1}",FRAC 2 1,ADD FRAC 15 9 FRAC 21 18 EQ FRAC 2 1,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{35}{1} [SEP] The problem is 15/9 + 21/18. The student response is 35/1. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{35}{1}",The problem is 15/9 + 21/18. The student response is 35/1. Numerator issue: operated on numerators in isolation from denominators.,ADD FRAC 15 9 FRAC 21 18,\frac{35}{1},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{35}{1}",FRAC 35 1,ADD FRAC 15 9 FRAC 21 18 EQ FRAC 35 1,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{2}{1} [SEP] The problem is 15/9 + 21/18. The student response is 2/1. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{2}{1}",The problem is 15/9 + 21/18. The student response is 2/1. Other numerator-only handling that breaks the fraction-computation procedure.,ADD FRAC 15 9 FRAC 21 18,\frac{2}{1},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{2}{1}",FRAC 2 1,ADD FRAC 15 9 FRAC 21 18 EQ FRAC 2 1,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{1}{27} [SEP] The problem is 15/9 + 21/18. The student response is -1/27. Used denominator product in a context of addition where equal denominators are required. [SEP]",pf-e,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{1}{27}",The problem is 15/9 + 21/18. The student response is -1/27. Used denominator product in a context of addition where equal denominators are required.,ADD FRAC 15 9 FRAC 21 18,-\frac{1}{27},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, -\frac{1}{27}",FRAC -1 27,ADD FRAC 15 9 FRAC 21 18 EQ FRAC -1 27,15/9 + 21/18
"[CLS] \frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{3}{1} [SEP] The problem is 15/9 + 21/18. The student response is 3/1. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{3}{1}",The problem is 15/9 + 21/18. The student response is 3/1. Arithmetic slip: local integer/computation error likely occurred.,ADD FRAC 15 9 FRAC 21 18,\frac{3}{1},"\frac{15}{9} \, + \, \frac{21}{18} \,=\, \frac{3}{1}",FRAC 3 1,ADD FRAC 15 9 FRAC 21 18 EQ FRAC 3 1,15/9 + 21/18
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, 1\,\frac{14}{19} [SEP] The problem is 30/18 + 36/20. The student response is 1 14/19. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition. [SEP]",conv-a,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, 1\,\frac{14}{19}","The problem is 30/18 + 36/20. The student response is 1 14/19. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition.",ADD FRAC 30 18 FRAC 36 20,"1\,\frac{14}{19}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, 1\,\frac{14}{19}",ADD INT 1 FRAC 14 19,ADD FRAC 30 18 FRAC 36 20 EQ ADD INT 1 FRAC 14 19,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, 1\,\frac{1}{2} [SEP] The problem is 30/18 + 36/20. The student response is 1 1/2. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly. [SEP]",conv-b,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, 1\,\frac{1}{2}",The problem is 30/18 + 36/20. The student response is 1 1/2. Likely a conversion issue: using a reciprocal/cross-inversion step during setup rather than performing addition correctly.,ADD FRAC 30 18 FRAC 36 20,"1\,\frac{1}{2}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, 1\,\frac{1}{2}",ADD INT 1 FRAC 1 2,ADD FRAC 30 18 FRAC 36 20 EQ ADD INT 1 FRAC 1 2,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{2}{3} [SEP] The problem is 30/18 + 36/20. The student response is 3 2/3. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition. [SEP]",conv-c,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{2}{3}","The problem is 30/18 + 36/20. The student response is 3 2/3. Likely a conversion issue: altering representations (e.g., combining parts) before aligning terms required for addition.",ADD FRAC 30 18 FRAC 36 20,"3\,\frac{2}{3}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{2}{3}",ADD INT 3 FRAC 2 3,ADD FRAC 30 18 FRAC 36 20 EQ ADD INT 3 FRAC 2 3,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{3}{19} [SEP] The problem is 30/18 + 36/20. The student response is -3/19. Conversion behavior present but not matching common patterns; representation changed before carrying out addition. [SEP]",conv-d,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{3}{19}",The problem is 30/18 + 36/20. The student response is -3/19. Conversion behavior present but not matching common patterns; representation changed before carrying out addition.,ADD FRAC 30 18 FRAC 36 20,-\frac{3}{19},"\frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{3}{19}",FRAC -3 19,ADD FRAC 30 18 FRAC 36 20 EQ FRAC -3 19,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, -3\,\frac{7}{15} [SEP] The problem is 30/18 + 36/20. The student response is -3 7/15. Misapplied operation property: an additive-inverse transformation seems to have been introduced. [SEP]",po-a,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, -3\,\frac{7}{15}",The problem is 30/18 + 36/20. The student response is -3 7/15. Misapplied operation property: an additive-inverse transformation seems to have been introduced.,ADD FRAC 30 18 FRAC 36 20,"-3\,\frac{7}{15}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, -3\,\frac{7}{15}",SUB INT 0 ADD INT 3 FRAC 7 15,ADD FRAC 30 18 FRAC 36 20 EQ SUB INT 0 ADD INT 3 FRAC 7 15,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{15}{52} [SEP] The problem is 30/18 + 36/20. The student response is 15/52. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression. [SEP]",po-b,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{15}{52}",The problem is 30/18 + 36/20. The student response is 15/52. Misapplied operation property: a multiplicative inverse/reciprocal was applied to transform the expression.,ADD FRAC 30 18 FRAC 36 20,\frac{15}{52},"\frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{15}{52}",FRAC 15 52,ADD FRAC 30 18 FRAC 36 20 EQ FRAC 15 52,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, 28\,\frac{8}{19} [SEP] The problem is 30/18 + 36/20. The student response is 28 8/19. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition. [SEP]",po-c,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, 28\,\frac{8}{19}",The problem is 30/18 + 36/20. The student response is 28 8/19. Misapplied operation property: a distributive-like rewrite over fractional parts appears to have been used for addition.,ADD FRAC 30 18 FRAC 36 20,"28\,\frac{8}{19}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, 28\,\frac{8}{19}",ADD INT 28 FRAC 8 19,ADD FRAC 30 18 FRAC 36 20 EQ ADD INT 28 FRAC 8 19,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{33}{1} [SEP] The problem is 30/18 + 36/20. The student response is -33/1. Other property-of-operation handling that does not follow the standard algorithm. [SEP]",po-d,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{33}{1}",The problem is 30/18 + 36/20. The student response is -33/1. Other property-of-operation handling that does not follow the standard algorithm.,ADD FRAC 30 18 FRAC 36 20,-\frac{33}{1},"\frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{33}{1}",FRAC -33 1,ADD FRAC 30 18 FRAC 36 20 EQ FRAC -33 1,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{15}{19} [SEP] The problem is 30/18 + 36/20. The student response is 15/19. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition. [SEP]",pf-a,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{15}{19}",The problem is 30/18 + 36/20. The student response is 15/19. Denominator issue: operated across denominators or failed to establish a proper common denominator before addition.,ADD FRAC 30 18 FRAC 36 20,\frac{15}{19},"\frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{15}{19}",FRAC 15 19,ADD FRAC 30 18 FRAC 36 20 EQ FRAC 15 19,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{3}{10} [SEP] The problem is 30/18 + 36/20. The student response is 3 3/10. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition. [SEP]",pf-b,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{3}{10}",The problem is 30/18 + 36/20. The student response is 3 3/10. Denominator issue: incorrectly chose one denominator as if common (or renamed fractions inconsistently) for addition.,ADD FRAC 30 18 FRAC 36 20,"3\,\frac{3}{10}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{3}{10}",ADD INT 3 FRAC 3 10,ADD FRAC 30 18 FRAC 36 20 EQ ADD INT 3 FRAC 3 10,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{60}{1} [SEP] The problem is 30/18 + 36/20. The student response is 60/1. Numerator issue: operated on numerators in isolation from denominators. [SEP]",pf-c,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{60}{1}",The problem is 30/18 + 36/20. The student response is 60/1. Numerator issue: operated on numerators in isolation from denominators.,ADD FRAC 30 18 FRAC 36 20,\frac{60}{1},"\frac{30}{18} \, + \, \frac{36}{20} \,=\, \frac{60}{1}",FRAC 60 1,ADD FRAC 30 18 FRAC 36 20 EQ FRAC 60 1,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{3}{10} [SEP] The problem is 30/18 + 36/20. The student response is 3 3/10. Other numerator-only handling that breaks the fraction-computation procedure. [SEP]",pf-d,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{3}{10}",The problem is 30/18 + 36/20. The student response is 3 3/10. Other numerator-only handling that breaks the fraction-computation procedure.,ADD FRAC 30 18 FRAC 36 20,"3\,\frac{3}{10}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{3}{10}",ADD INT 3 FRAC 3 10,ADD FRAC 30 18 FRAC 36 20 EQ ADD INT 3 FRAC 3 10,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{1}{60} [SEP] The problem is 30/18 + 36/20. The student response is -1/60. Used denominator product in a context of addition where equal denominators are required. [SEP]",pf-e,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{1}{60}",The problem is 30/18 + 36/20. The student response is -1/60. Used denominator product in a context of addition where equal denominators are required.,ADD FRAC 30 18 FRAC 36 20,-\frac{1}{60},"\frac{30}{18} \, + \, \frac{36}{20} \,=\, -\frac{1}{60}",FRAC -1 60,ADD FRAC 30 18 FRAC 36 20 EQ FRAC -1 60,30/18 + 36/20
"[CLS] \frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{8}{15} [SEP] The problem is 30/18 + 36/20. The student response is 3 8/15. Arithmetic slip: local integer/computation error likely occurred. [SEP]",a,"\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{8}{15}",The problem is 30/18 + 36/20. The student response is 3 8/15. Arithmetic slip: local integer/computation error likely occurred.,ADD FRAC 30 18 FRAC 36 20,"3\,\frac{8}{15}","\frac{30}{18} \, + \, \frac{36}{20} \,=\, 3\,\frac{8}{15}",ADD INT 3 FRAC 8 15,ADD FRAC 30 18 FRAC 36 20 EQ ADD INT 3 FRAC 8 15,30/18 + 36/20
"[CLS] \frac{14}{19} \, + \, 3\,\frac{8}{13} \,=\, 1\,\frac{29}{32} [SEP] The problem is 14/19 + 3 8/13. The student response is 1 29/32. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition. [SEP]",conv-a,"\frac{14}{19} \, + \, 3\,\frac{8}{13} \,=\, 1\,\frac{29}{32}","The problem is 14/19 + 3 8/13. The student response is 1 29/32. Likely a conversion issue: bundling whole and fractional parts, then operating across them during addition.",ADD FRAC 14 19 ADD INT 3 FRAC 8 13,"1\,\frac{29}{32}","\frac{14}{19} \, + \, 3\,\frac{8}{13} \,=\, 1\,\frac{29}{32}",ADD INT 1 FRAC 29 32,ADD FRAC 14 19 ADD INT 3 FRAC 8 13 EQ ADD INT 1 FRAC 29 32,14/19 + 3 8/13
