problem_latex,context_text,problem_opt,input_text,label,problem_raw,student_answer,facet_mech,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt
"\frac{21}{16} \, \times \, \frac{4}{16}",The problem is 21/16 x 4/16. The student response is 1 9/16.,MUL FRAC 21 16 FRAC 4 16,"[CLS] \frac{21}{16} \, \times \, \frac{4}{16} \,=\, 1\,\frac{9}{16} [SEP] The problem is 21/16 x 4/16. The student response is 1 9/16. [SEP] MUL FRAC 21 16 FRAC 4 16 [SEP]",pf-d,21/16 x 4/16,1 9/16,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"1\,\frac{9}{16}","\frac{21}{16} \, \times \, \frac{4}{16} \,=\, 1\,\frac{9}{16}",MIX 1 FRAC 9 16,MUL FRAC 21 16 FRAC 4 16 EQ MIX 1 FRAC 9 16
"\frac{21}{16} \, \times \, \frac{4}{16}",The problem is 21/16 x 4/16. The student response is 17/256.,MUL FRAC 21 16 FRAC 4 16,"[CLS] \frac{21}{16} \, \times \, \frac{4}{16} \,=\, \frac{17}{256} [SEP] The problem is 21/16 x 4/16. The student response is 17/256. [SEP] MUL FRAC 21 16 FRAC 4 16 [SEP]",pf-e,21/16 x 4/16,17/256,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{17}{256},"\frac{21}{16} \, \times \, \frac{4}{16} \,=\, \frac{17}{256}",FRAC 17 256,MUL FRAC 21 16 FRAC 4 16 EQ FRAC 17 256
"\frac{21}{16} \, \times \, \frac{4}{16}",The problem is 21/16 x 4/16. The student response is 11/32.,MUL FRAC 21 16 FRAC 4 16,"[CLS] \frac{21}{16} \, \times \, \frac{4}{16} \,=\, \frac{11}{32} [SEP] The problem is 21/16 x 4/16. The student response is 11/32. [SEP] MUL FRAC 21 16 FRAC 4 16 [SEP]",a,21/16 x 4/16,11/32,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,\frac{11}{32},"\frac{21}{16} \, \times \, \frac{4}{16} \,=\, \frac{11}{32}",FRAC 11 32,MUL FRAC 21 16 FRAC 4 16 EQ FRAC 11 32
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 5/8.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{5}{8} [SEP] The problem is 3/9 + 12/15. The student response is 5/8. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",conv-a,3/9 + 12/15,5/8,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,\frac{5}{8},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{5}{8}",FRAC 5 8,ADD FRAC 3 9 FRAC 12 15 EQ FRAC 5 8
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 1/5.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{5} [SEP] The problem is 3/9 + 12/15. The student response is 1/5. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",conv-b,3/9 + 12/15,1/5,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,\frac{1}{5},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{5}",FRAC 1 5,ADD FRAC 3 9 FRAC 12 15 EQ FRAC 1 5
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 1 2/3.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, 1\,\frac{2}{3} [SEP] The problem is 3/9 + 12/15. The student response is 1 2/3. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",conv-c,3/9 + 12/15,1 2/3,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"1\,\frac{2}{3}","\frac{3}{9} \, + \, \frac{12}{15} \,=\, 1\,\frac{2}{3}",MIX 1 FRAC 2 3,ADD FRAC 3 9 FRAC 12 15 EQ MIX 1 FRAC 2 3
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is -3/8.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, -\frac{3}{8} [SEP] The problem is 3/9 + 12/15. The student response is -3/8. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",conv-d,3/9 + 12/15,-3/8,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,-\frac{3}{8},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, -\frac{3}{8}",FRAC -3 8,ADD FRAC 3 9 FRAC 12 15 EQ FRAC -3 8
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is -1 2/15.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, -1\,\frac{2}{15} [SEP] The problem is 3/9 + 12/15. The student response is -1 2/15. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",po-a,3/9 + 12/15,-1 2/15,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"-1\,\frac{2}{15}","\frac{3}{9} \, + \, \frac{12}{15} \,=\, -1\,\frac{2}{15}",-MIX 1 FRAC 2 15,ADD FRAC 3 9 FRAC 12 15 EQ -MIX 1 FRAC 2 15
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 15/17.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{15}{17} [SEP] The problem is 3/9 + 12/15. The student response is 15/17. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",po-b,3/9 + 12/15,15/17,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{15}{17},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{15}{17}",FRAC 15 17,ADD FRAC 3 9 FRAC 12 15 EQ FRAC 15 17
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 1 1/2.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, 1\,\frac{1}{2} [SEP] The problem is 3/9 + 12/15. The student response is 1 1/2. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",po-c,3/9 + 12/15,1 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"1\,\frac{1}{2}","\frac{3}{9} \, + \, \frac{12}{15} \,=\, 1\,\frac{1}{2}",MIX 1 FRAC 1 2,ADD FRAC 3 9 FRAC 12 15 EQ MIX 1 FRAC 1 2
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is -2 1/2.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, -2\,\frac{1}{2} [SEP] The problem is 3/9 + 12/15. The student response is -2 1/2. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",po-d,3/9 + 12/15,-2 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] not applicable  [MECH] Other property-of-operation combination.,"-2\,\frac{1}{2}","\frac{3}{9} \, + \, \frac{12}{15} \,=\, -2\,\frac{1}{2}",-MIX 2 FRAC 1 2,ADD FRAC 3 9 FRAC 12 15 EQ -MIX 2 FRAC 1 2
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 1/8.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{8} [SEP] The problem is 3/9 + 12/15. The student response is 1/8. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",pf-a,3/9 + 12/15,1/8,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{1}{8},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{8}",FRAC 1 8,ADD FRAC 3 9 FRAC 12 15 EQ FRAC 1 8
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 1/1.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{1} [SEP] The problem is 3/9 + 12/15. The student response is 1/1. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",pf-b,3/9 + 12/15,1/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,\frac{1}{1},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{1}",FRAC 1 1,ADD FRAC 3 9 FRAC 12 15 EQ FRAC 1 1
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 4/1.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{4}{1} [SEP] The problem is 3/9 + 12/15. The student response is 4/1. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",pf-c,3/9 + 12/15,4/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,\frac{4}{1},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{4}{1}",FRAC 4 1,ADD FRAC 3 9 FRAC 12 15 EQ FRAC 4 1
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 1/1.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{1} [SEP] The problem is 3/9 + 12/15. The student response is 1/1. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",pf-d,3/9 + 12/15,1/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,\frac{1}{1},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, \frac{1}{1}",FRAC 1 1,ADD FRAC 3 9 FRAC 12 15 EQ FRAC 1 1
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is -1/15.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, -\frac{1}{15} [SEP] The problem is 3/9 + 12/15. The student response is -1/15. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",pf-e,3/9 + 12/15,-1/15,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,-\frac{1}{15},"\frac{3}{9} \, + \, \frac{12}{15} \,=\, -\frac{1}{15}",FRAC -1 15,ADD FRAC 3 9 FRAC 12 15 EQ FRAC -1 15
"\frac{3}{9} \, + \, \frac{12}{15}",The problem is 3/9 + 12/15. The student response is 1 1/5.,ADD FRAC 3 9 FRAC 12 15,"[CLS] \frac{3}{9} \, + \, \frac{12}{15} \,=\, 1\,\frac{1}{5} [SEP] The problem is 3/9 + 12/15. The student response is 1 1/5. [SEP] ADD FRAC 3 9 FRAC 12 15 [SEP]",a,3/9 + 12/15,1 1/5,[OFAM] Arithmetic [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] integer calculation slip  [MECH] Local integer slip.,"1\,\frac{1}{5}","\frac{3}{9} \, + \, \frac{12}{15} \,=\, 1\,\frac{1}{5}",MIX 1 FRAC 1 5,ADD FRAC 3 9 FRAC 12 15 EQ MIX 1 FRAC 1 5
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 1 7/10.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 1\,\frac{7}{10} [SEP] The problem is 28/14 + 6/6. The student response is 1 7/10. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",conv-a,28/14 + 6/6,1 7/10,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{7}{10}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 1\,\frac{7}{10}",MIX 1 FRAC 7 10,ADD FRAC 28 14 FRAC 6 6 EQ MIX 1 FRAC 7 10
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 2/1.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{2}{1} [SEP] The problem is 28/14 + 6/6. The student response is 2/1. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",conv-b,28/14 + 6/6,2/1,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,\frac{2}{1},"\frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{2}{1}",FRAC 2 1,ADD FRAC 28 14 FRAC 6 6 EQ FRAC 2 1
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 2 3/7.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 2\,\frac{3}{7} [SEP] The problem is 28/14 + 6/6. The student response is 2 3/7. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",conv-c,28/14 + 6/6,2 3/7,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"2\,\frac{3}{7}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 2\,\frac{3}{7}",MIX 2 FRAC 3 7,ADD FRAC 28 14 FRAC 6 6 EQ MIX 2 FRAC 3 7
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 1 1/10.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 1\,\frac{1}{10} [SEP] The problem is 28/14 + 6/6. The student response is 1 1/10. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",conv-d,28/14 + 6/6,1 1/10,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,"1\,\frac{1}{10}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 1\,\frac{1}{10}",MIX 1 FRAC 1 10,ADD FRAC 28 14 FRAC 6 6 EQ MIX 1 FRAC 1 10
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is -3/1.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, -\frac{3}{1} [SEP] The problem is 28/14 + 6/6. The student response is -3/1. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",po-a,28/14 + 6/6,-3/1,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,-\frac{3}{1},"\frac{28}{14} \, + \, \frac{6}{6} \,=\, -\frac{3}{1}",FRAC -3 1,ADD FRAC 28 14 FRAC 6 6 EQ FRAC -3 1
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 1/3.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{1}{3} [SEP] The problem is 28/14 + 6/6. The student response is 1/3. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",po-b,28/14 + 6/6,1/3,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{1}{3},"\frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{1}{3}",FRAC 1 3,ADD FRAC 28 14 FRAC 6 6 EQ FRAC 1 3
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 8 2/5.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 8\,\frac{2}{5} [SEP] The problem is 28/14 + 6/6. The student response is 8 2/5. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",po-c,28/14 + 6/6,8 2/5,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"8\,\frac{2}{5}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 8\,\frac{2}{5}",MIX 8 FRAC 2 5,ADD FRAC 28 14 FRAC 6 6 EQ MIX 8 FRAC 2 5
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 4 1/4.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 4\,\frac{1}{4} [SEP] The problem is 28/14 + 6/6. The student response is 4 1/4. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",po-d,28/14 + 6/6,4 1/4,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] not applicable  [MECH] Other property-of-operation combination.,"4\,\frac{1}{4}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 4\,\frac{1}{4}",MIX 4 FRAC 1 4,ADD FRAC 28 14 FRAC 6 6 EQ MIX 4 FRAC 1 4
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 1 2/5.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 1\,\frac{2}{5} [SEP] The problem is 28/14 + 6/6. The student response is 1 2/5. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",pf-a,28/14 + 6/6,1 2/5,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,"1\,\frac{2}{5}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 1\,\frac{2}{5}",MIX 1 FRAC 2 5,ADD FRAC 28 14 FRAC 6 6 EQ MIX 1 FRAC 2 5
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 5 2/3.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 5\,\frac{2}{3} [SEP] The problem is 28/14 + 6/6. The student response is 5 2/3. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",pf-b,28/14 + 6/6,5 2/3,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"5\,\frac{2}{3}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 5\,\frac{2}{3}",MIX 5 FRAC 2 3,ADD FRAC 28 14 FRAC 6 6 EQ MIX 5 FRAC 2 3
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 12/1.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{12}{1} [SEP] The problem is 28/14 + 6/6. The student response is 12/1. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",pf-c,28/14 + 6/6,12/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,\frac{12}{1},"\frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{12}{1}",FRAC 12 1,ADD FRAC 28 14 FRAC 6 6 EQ FRAC 12 1
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 5 2/3.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, 5\,\frac{2}{3} [SEP] The problem is 28/14 + 6/6. The student response is 5 2/3. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",pf-d,28/14 + 6/6,5 2/3,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"5\,\frac{2}{3}","\frac{28}{14} \, + \, \frac{6}{6} \,=\, 5\,\frac{2}{3}",MIX 5 FRAC 2 3,ADD FRAC 28 14 FRAC 6 6 EQ MIX 5 FRAC 2 3
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 11/42.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{11}{42} [SEP] The problem is 28/14 + 6/6. The student response is 11/42. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",pf-e,28/14 + 6/6,11/42,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{11}{42},"\frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{11}{42}",FRAC 11 42,ADD FRAC 28 14 FRAC 6 6 EQ FRAC 11 42
"\frac{28}{14} \, + \, \frac{6}{6}",The problem is 28/14 + 6/6. The student response is 4/1.,ADD FRAC 28 14 FRAC 6 6,"[CLS] \frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{4}{1} [SEP] The problem is 28/14 + 6/6. The student response is 4/1. [SEP] ADD FRAC 28 14 FRAC 6 6 [SEP]",a,28/14 + 6/6,4/1,[OFAM] Arithmetic [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] integer calculation slip  [MECH] Local integer slip.,\frac{4}{1},"\frac{28}{14} \, + \, \frac{6}{6} \,=\, \frac{4}{1}",FRAC 4 1,ADD FRAC 28 14 FRAC 6 6 EQ FRAC 4 1
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 1 4/11.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 1\,\frac{4}{11} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 1 4/11. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",conv-a,5/17 ÷ 2 8/16,1 4/11,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{4}{11}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 1\,\frac{4}{11}",MIX 1 FRAC 4 11,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 1 FRAC 4 11
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 2 6/17.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{6}{17} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 2 6/17. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",conv-b,5/17 ÷ 2 8/16,2 6/17,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,"2\,\frac{6}{17}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{6}{17}",MIX 2 FRAC 6 17,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 2 FRAC 6 17
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 2 11/17.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{11}{17} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 2 11/17. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",conv-c,5/17 ÷ 2 8/16,2 11/17,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"2\,\frac{11}{17}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{11}{17}",MIX 2 FRAC 11 17,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 2 FRAC 11 17
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is -1 2/33.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, -1\,\frac{2}{33} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is -1 2/33. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",conv-d,5/17 ÷ 2 8/16,-1 2/33,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,"-1\,\frac{2}{33}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, -1\,\frac{2}{33}",-MIX 1 FRAC 2 33,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ -MIX 1 FRAC 2 33
